FIPS,State,county_state,fi_rate,number_fi_persons,percent_low_threshold,low_threshold_type,percent_high_threshold,high_threshold_type,percent_fi_below_low_threshold,percent_fi_btwn_threshold,percent_fi_above_threshold,child_fi_rate,child_fi_persons,cost_per_meal,weighted_annual_food_budget_shortfall
5135,AR,"Sharp County, Arkansas",0.174,2970,1.3,SNAP,1.85,Other Nutrition Program,0.707,0.155,0.138,0.277,1010,2.86,1448000
5137,AR,"Stone County, Arkansas",0.172,2140,1.3,SNAP,1.85,Other Nutrition Program,0.718,0.094,0.188,0.279,700,2.95,1077000
5139,AR,"Union County, Arkansas",0.198,7940,1.3,SNAP,1.85,Other Nutrition Program,0.551,0.162,0.288,0.25,2400,3,4068000
5141,AR,"Van Buren County, Arkansas",0.162,2720,1.3,SNAP,1.85,Other Nutrition Program,0.611,0.194,0.195,0.265,890,2.98,1382000
5143,AR,"Washington County, Arkansas",0.144,32140,1.3,SNAP,1.85,Other Nutrition Program,0.549,0.155,0.295,0.204,11380,2.95,16206000
5145,AR,"White County, Arkansas",0.159,12510,1.3,SNAP,1.85,Other Nutrition Program,0.497,0.191,0.313,0.226,4210,2.81,5995000
5147,AR,"Woodruff County, Arkansas",0.219,1480,1.3,SNAP,1.85,Other Nutrition Program,0.64,0.074,0.286,0.267,390,2.86,722000
5149,AR,"Yell County, Arkansas",0.132,2840,1.3,SNAP,1.85,Other Nutrition Program,0.619,0.23,0.151,0.23,1230,2.83,1373000
6001,CA,"Alameda County, California",0.122,198950,2,"SNAP, Other Nutrition Programs",2,"SNAP, Other Nutrition Programs",0.613,,0.387,0.152,52450,3.8,128941000
6003,CA,"Alpine County, California",0.143,170,2,"SNAP, Other Nutrition Programs",2,"SNAP, Other Nutrition Programs",0.681,,0.319,0.191,50,3.55,103000
6005,CA,"Amador County, California",0.116,4320,2,"SNAP, Other Nutrition Programs",2,"SNAP, Other Nutrition Programs",0.558,,0.442,0.194,1110,4,2950000
6007,CA,"Butte County, California",0.16,35920,2,"SNAP, Other Nutrition Programs",2,"SNAP, Other Nutrition Programs",0.772,,0.228,0.207,9430,3.26,20009000
6009,CA,"Calaveras County, California",0.122,5480,2,"SNAP, Other Nutrition Programs",2,"SNAP, Other Nutrition Programs",0.695,,0.305,0.194,1540,4.49,4201000
6011,CA,"Colusa County, California",0.118,2530,2,"SNAP, Other Nutrition Programs",2,"SNAP, Other Nutrition Programs",0.945,,0.055,0.247,1470,3.34,1440000
6013,CA,"Contra Costa County, California",0.101,113940,2,"SNAP, Other Nutrition Programs",2,"SNAP, Other Nutrition Programs",0.633,,0.367,0.15,39250,3.61,70237000
6015,CA,"Del Norte County, California",0.164,4490,2,"SNAP, Other Nutrition Programs",2,"SNAP, Other Nutrition Programs",0.742,,0.258,0.239,1390,3.36,2575000
6017,CA,"El Dorado County, California",0.107,19880,2,"SNAP, Other Nutrition Programs",2,"SNAP, Other Nutrition Programs",0.569,,0.431,0.163,6220,4.28,14525000
6019,CA,"Fresno County, California",0.14,136340,2,"SNAP, Other Nutrition Programs",2,"SNAP, Other Nutrition Programs",0.948,,0.052,0.248,69230,3,69755000
6021,CA,"Glenn County, California",0.13,3620,2,"SNAP, Other Nutrition Programs",2,"SNAP, Other Nutrition Programs",0.96,,0.04,0.216,1620,3.23,1993000
6023,CA,"Humboldt County, California",0.162,21900,2,"SNAP, Other Nutrition Programs",2,"SNAP, Other Nutrition Programs",0.818,,0.182,0.203,5350,3.19,11936000
6025,CA,"Imperial County, California",0.142,25480,2,"SNAP, Other Nutrition Programs",2,"SNAP, Other Nutrition Programs",0.971,,0.029,0.303,15660,2.63,11417000
6027,CA,"Inyo County, California",0.112,2040,2,"SNAP, Other Nutrition Programs",2,"SNAP, Other Nutrition Programs",0.648,,0.352,0.164,610,3.16,1101000
6029,CA,"Kern County, California",0.134,117590,2,"SNAP, Other Nutrition Programs",2,"SNAP, Other Nutrition Programs",0.954,,0.046,0.238,61390,2.97,59628000
6031,CA,"Kings County, California",0.132,19880,2,"SNAP, Other Nutrition Programs",2,"SNAP, Other Nutrition Programs",0.912,,0.088,0.229,9430,2.97,10092000
6033,CA,"Lake County, California",0.156,9980,2,"SNAP, Other Nutrition Programs",2,"SNAP, Other Nutrition Programs",0.844,,0.156,0.232,3050,3.67,6246000
6035,CA,"Lassen County, California",0.139,4380,2,"SNAP, Other Nutrition Programs",2,"SNAP, Other Nutrition Programs",0.471,,0.529,0.207,1040,3.63,2717000
6037,CA,"Los Angeles County, California",0.112,1135710,2,"SNAP, Other Nutrition Programs",2,"SNAP, Other Nutrition Programs",0.927,,0.073,0.182,413910,3.39,656932000
6039,CA,"Madera County, California",0.114,17570,2,"SNAP, Other Nutrition Programs",2,"SNAP, Other Nutrition Programs",0.987,,0.013,0.226,9660,3.74,11203000
6041,CA,"Marin County, California",0.095,24840,2,"SNAP, Other Nutrition Programs",2,"SNAP, Other Nutrition Programs",0.525,,0.475,0.136,7200,4.38,18576000
6043,CA,"Mariposa County, California",0.142,2510,2,"SNAP, Other Nutrition Programs",2,"SNAP, Other Nutrition Programs",0.683,,0.317,0.202,580,3.14,1343000
6045,CA,"Mendocino County, California",0.136,11870,2,"SNAP, Other Nutrition Programs",2,"SNAP, Other Nutrition Programs",0.841,,0.159,0.198,3780,4.04,8191000
6047,CA,"Merced County, California",0.131,34970,2,"SNAP, Other Nutrition Programs",2,"SNAP, Other Nutrition Programs",1,,0,0.244,19470,3.15,18798000
6049,CA,"Modoc County, California",0.155,1400,2,"SNAP, Other Nutrition Programs",2,"SNAP, Other Nutrition Programs",0.831,,0.169,0.225,400,3.21,768000
6051,CA,"Mono County, California",0.107,1500,2,"SNAP, Other Nutrition Programs",2,"SNAP, Other Nutrition Programs",0.745,,0.255,0.152,420,3.14,804000
6053,CA,"Monterey County, California",0.095,41110,2,"SNAP, Other Nutrition Programs",2,"SNAP, Other Nutrition Programs",1,,0,0.191,21850,3.34,23416000
6055,CA,"Napa County, California",0.08,11320,2,"SNAP, Other Nutrition Programs",2,"SNAP, Other Nutrition Programs",0.744,,0.256,0.138,4190,4.19,8100000
6057,CA,"Nevada County, California",0.122,12030,2,"SNAP, Other Nutrition Programs",2,"SNAP, Other Nutrition Programs",0.639,,0.361,0.176,3050,4.62,9481000
6059,CA,"Orange County, California",0.092,290660,2,"SNAP, Other Nutrition Programs",2,"SNAP, Other Nutrition Programs",0.77,,0.23,0.157,112480,3.44,170726000
6061,CA,"Placer County, California",0.103,38710,2,"SNAP, Other Nutrition Programs",2,"SNAP, Other Nutrition Programs",0.502,,0.498,0.149,12680,3.67,24227000
6063,CA,"Plumas County, California",0.155,2910,2,"SNAP, Other Nutrition Programs",2,"SNAP, Other Nutrition Programs",0.63,,0.37,0.213,650,3.36,1667000
6065,CA,"Riverside County, California",0.094,221660,2,"SNAP, Other Nutrition Programs",2,"SNAP, Other Nutrition Programs",0.943,,0.057,0.177,108560,3.07,116261000
6067,CA,"Sacramento County, California",0.144,215570,2,"SNAP, Other Nutrition Programs",2,"SNAP, Other Nutrition Programs",0.762,,0.238,0.193,69800,3.23,118955000
6069,CA,"San Benito County, California",0.056,3280,2,"SNAP, Other Nutrition Programs",2,"SNAP, Other Nutrition Programs",1,,0,0.157,2450,4.22,2360000
6071,CA,"San Bernardino County, California",0.101,214580,2,"SNAP, Other Nutrition Programs",2,"SNAP, Other Nutrition Programs",0.971,,0.029,0.187,107180,3.01,110186000
6073,CA,"San Diego County, California",0.11,360530,2,"SNAP, Other Nutrition Programs",2,"SNAP, Other Nutrition Programs",0.756,,0.244,0.165,120360,3.38,207910000
6075,CA,"San Francisco County, California",0.133,115190,2,"SNAP, Other Nutrition Programs",2,"SNAP, Other Nutrition Programs",0.58,,0.42,0.146,16880,4.59,90269000
6077,CA,"San Joaquin County, California",0.128,92520,2,"SNAP, Other Nutrition Programs",2,"SNAP, Other Nutrition Programs",0.866,,0.134,0.203,40750,3.15,49739000
6079,CA,"San Luis Obispo County, California",0.116,32530,2,"SNAP, Other Nutrition Programs",2,"SNAP, Other Nutrition Programs",0.637,,0.363,0.157,7990,3.56,19787000
6081,CA,"San Mateo County, California",0.083,63170,2,"SNAP, Other Nutrition Programs",2,"SNAP, Other Nutrition Programs",0.588,,0.412,0.129,20950,3.79,40856000
6083,CA,"Santa Barbara County, California",0.098,43590,2,"SNAP, Other Nutrition Programs",2,"SNAP, Other Nutrition Programs",0.894,,0.106,0.167,16580,3.24,24073000
6085,CA,"Santa Clara County, California",0.089,169390,2,"SNAP, Other Nutrition Programs",2,"SNAP, Other Nutrition Programs",0.61,,0.39,0.136,58970,3.69,106570000
6087,CA,"Santa Cruz County, California",0.111,30300,2,"SNAP, Other Nutrition Programs",2,"SNAP, Other Nutrition Programs",0.719,,0.281,0.174,9440,3.89,20090000
6089,CA,"Shasta County, California",0.159,28440,2,"SNAP, Other Nutrition Programs",2,"SNAP, Other Nutrition Programs",0.738,,0.262,0.225,8730,3.1,15022000
6091,CA,"Sierra County, California",0.132,380,2,"SNAP, Other Nutrition Programs",2,"SNAP, Other Nutrition Programs",0.612,,0.388,0.185,80,3.47,225000
6093,CA,"Siskiyou County, California",0.169,7340,2,"SNAP, Other Nutrition Programs",2,"SNAP, Other Nutrition Programs",0.798,,0.202,0.237,2090,3.43,4300000
6095,CA,"Solano County, California",0.126,54670,2,"SNAP, Other Nutrition Programs",2,"SNAP, Other Nutrition Programs",0.661,,0.339,0.173,17090,3.21,29959000
6097,CA,"Sonoma County, California",0.1,50100,2,"SNAP, Other Nutrition Programs",2,"SNAP, Other Nutrition Programs",0.683,,0.317,0.152,15460,3.82,32681000
6099,CA,"Stanislaus County, California",0.119,63550,2,"SNAP, Other Nutrition Programs",2,"SNAP, Other Nutrition Programs",0.93,,0.07,0.206,30200,3.21,34841000
6101,CA,"Sutter County, California",0.144,13800,2,"SNAP, Other Nutrition Programs",2,"SNAP, Other Nutrition Programs",0.878,,0.122,0.226,5690,2.86,6740000
6103,CA,"Tehama County, California",0.144,9120,2,"SNAP, Other Nutrition Programs",2,"SNAP, Other Nutrition Programs",0.859,,0.141,0.232,3520,3.18,4945000
6105,CA,"Trinity County, California",0.165,2150,2,"SNAP, Other Nutrition Programs",2,"SNAP, Other Nutrition Programs",0.78,,0.22,0.231,500,3.27,1198000
6107,CA,"Tulare County, California",0.132,60660,2,"SNAP, Other Nutrition Programs",2,"SNAP, Other Nutrition Programs",1,,0,0.257,36910,3.01,31194000
6109,CA,"Tuolumne County, California",0.136,7320,2,"SNAP, Other Nutrition Programs",2,"SNAP, Other Nutrition Programs",0.617,,0.383,0.185,1670,3.94,4925000
6111,CA,"Ventura County, California",0.076,64680,2,"SNAP, Other Nutrition Programs",2,"SNAP, Other Nutrition Programs",0.832,,0.168,0.154,31130,3.38,37345000
6113,CA,"Yolo County, California",0.133,28320,2,"SNAP, Other Nutrition Programs",2,"SNAP, Other Nutrition Programs",0.747,,0.253,0.172,7840,3.4,16434000
6115,CA,"Yuba County, California",0.149,11100,2,"SNAP, Other Nutrition Programs",2,"SNAP, Other Nutrition Programs",0.804,,0.196,0.223,4610,3.06,5791000
8001,CO,"Adams County, Colorado",0.08,39040,2,"SNAP, Other Nutrition Programs",2,"SNAP, Other Nutrition Programs",0.938,,0.062,0.135,18120,3.16,21078000
8003,CO,"Alamosa County, Colorado",0.123,2010,2,"SNAP, Other Nutrition Programs",2,"SNAP, Other Nutrition Programs",0.964,,0.036,0.186,740,3.23,1108000
8005,CO,"Arapahoe County, Colorado",0.112,70150,2,"SNAP, Other Nutrition Programs",2,"SNAP, Other Nutrition Programs",0.646,,0.354,0.133,20260,3.38,40436000
8007,CO,"Archuleta County, Colorado",0.103,1290,2,"SNAP, Other Nutrition Programs",2,"SNAP, Other Nutrition Programs",0.903,,0.097,0.162,360,3.24,712000
8009,CO,"Baca County, Colorado",0.131,470,2,"SNAP, Other Nutrition Programs",2,"SNAP, Other Nutrition Programs",0.828,,0.172,0.18,140,2.73,219000
8011,CO,"Bent County, Colorado",0.131,760,2,"SNAP, Other Nutrition Programs",2,"SNAP, Other Nutrition Programs",0.661,,0.339,0.19,170,2.99,388000
8013,CO,"Boulder County, Colorado",0.112,35440,2,"SNAP, Other Nutrition Programs",2,"SNAP, Other Nutrition Programs",0.576,,0.424,0.126,7940,3.85,23262000
8014,CO,"Broomfield County, Colorado",0.09,5790,2,"SNAP, Other Nutrition Programs",2,"SNAP, Other Nutrition Programs",0.435,,0.565,0.111,1720,3.82,3774000
8015,CO,"Chaffee County, Colorado",0.102,1920,2,"SNAP, Other Nutrition Programs",2,"SNAP, Other Nutrition Programs",0.762,,0.238,0.128,360,3.34,1096000
8017,CO,"Cheyenne County, Colorado",0.098,210,2,"SNAP, Other Nutrition Programs",2,"SNAP, Other Nutrition Programs",0.866,,0.134,0.126,80,2.91,104000
8019,CO,"Clear Creek County, Colorado",0.098,910,2,"SNAP, Other Nutrition Programs",2,"SNAP, Other Nutrition Programs",0.494,,0.506,0.128,200,3.5,543000
8021,CO,"Conejos County, Colorado",0.079,650,2,"SNAP, Other Nutrition Programs",2,"SNAP, Other Nutrition Programs",1,,0,0.175,390,3.27,363000
8023,CO,"Costilla County, Colorado",0.088,320,2,"SNAP, Other Nutrition Programs",2,"SNAP, Other Nutrition Programs",1,,0,0.223,150,3.27,179000
8025,CO,"Crowley County, Colorado",0.123,680,2,"SNAP, Other Nutrition Programs",2,"SNAP, Other Nutrition Programs",0.806,,0.194,0.186,130,3.23,374000
8027,CO,"Custer County, Colorado",0.129,580,2,"SNAP, Other Nutrition Programs",2,"SNAP, Other Nutrition Programs",0.757,,0.243,0.193,130,2.99,296000
8029,CO,"Delta County, Colorado",0.128,3850,2,"SNAP, Other Nutrition Programs",2,"SNAP, Other Nutrition Programs",0.817,,0.183,0.176,1090,3.2,2100000
8031,CO,"Denver County, Colorado",0.119,80800,2,"SNAP, Other Nutrition Programs",2,"SNAP, Other Nutrition Programs",0.791,,0.209,0.15,20740,3.49,48147000
8033,CO,"Dolores County, Colorado",0.124,220,2,"SNAP, Other Nutrition Programs",2,"SNAP, Other Nutrition Programs",0.858,,0.142,0.17,60,3.53,133000
8035,CO,"Douglas County, Colorado",0.073,23500,2,"SNAP, Other Nutrition Programs",2,"SNAP, Other Nutrition Programs",0.331,,0.669,0.107,9560,3.5,14030000
8037,CO,"Eagle County, Colorado",0.066,3550,2,"SNAP, Other Nutrition Programs",2,"SNAP, Other Nutrition Programs",0.798,,0.202,0.113,1360,3.46,2099000
8039,CO,"Elbert County, Colorado",0.074,1820,2,"SNAP, Other Nutrition Programs",2,"SNAP, Other Nutrition Programs",0.541,,0.459,0.115,630,3.42,1061000
8041,CO,"El Paso County, Colorado",0.118,79560,2,"SNAP, Other Nutrition Programs",2,"SNAP, Other Nutrition Programs",0.669,,0.331,0.146,24450,3.22,43719000
8043,CO,"Fremont County, Colorado",0.131,6100,2,"SNAP, Other Nutrition Programs",2,"SNAP, Other Nutrition Programs",0.629,,0.371,0.192,1430,3.13,3262000
8045,CO,"Garfield County, Colorado",0.084,4850,2,"SNAP, Other Nutrition Programs",2,"SNAP, Other Nutrition Programs",0.84,,0.16,0.128,1910,3.52,2910000
8047,CO,"Gilpin County, Colorado",0.084,480,2,"SNAP, Other Nutrition Programs",2,"SNAP, Other Nutrition Programs",0.488,,0.512,0.115,120,3.47,284000
8049,CO,"Grand County, Colorado",0.115,1700,2,"SNAP, Other Nutrition Programs",2,"SNAP, Other Nutrition Programs",0.631,,0.369,0.162,410,3.52,1022000
8051,CO,"Gunnison County, Colorado",0.128,2080,2,"SNAP, Other Nutrition Programs",2,"SNAP, Other Nutrition Programs",0.763,,0.237,0.125,360,3.48,1234000
8053,CO,"Hinsdale County, Colorado",0.118,100,2,"SNAP, Other Nutrition Programs",2,"SNAP, Other Nutrition Programs",0.76,,0.24,0.155,20,3.72,64000
8055,CO,"Huerfano County, Colorado",0.104,680,2,"SNAP, Other Nutrition Programs",2,"SNAP, Other Nutrition Programs",0.984,,0.016,0.172,180,3.07,356000
8057,CO,"Jackson County, Colorado",0.092,130,2,"SNAP, Other Nutrition Programs",2,"SNAP, Other Nutrition Programs",0.851,,0.149,0.15,40,3.76,83000
8059,CO,"Jefferson County, Colorado",0.091,51350,2,"SNAP, Other Nutrition Programs",2,"SNAP, Other Nutrition Programs",0.542,,0.458,0.125,14470,3.5,30711000
8061,CO,"Kiowa County, Colorado",0.117,160,2,"SNAP, Other Nutrition Programs",2,"SNAP, Other Nutrition Programs",0.817,,0.183,0.147,60,2.96,81000
8063,CO,"Kit Carson County, Colorado",0.1,790,2,"SNAP, Other Nutrition Programs",2,"SNAP, Other Nutrition Programs",0.823,,0.177,0.139,250,2.87,388000
8065,CO,"Lake County, Colorado",0.091,680,2,"SNAP, Other Nutrition Programs",2,"SNAP, Other Nutrition Programs",0.92,,0.08,0.113,150,3.84,445000
8067,CO,"La Plata County, Colorado",0.103,5630,2,"SNAP, Other Nutrition Programs",2,"SNAP, Other Nutrition Programs",0.642,,0.358,0.128,1340,3.87,3717000
8069,CO,"Larimer County, Colorado",0.115,38040,2,"SNAP, Other Nutrition Programs",2,"SNAP, Other Nutrition Programs",0.631,,0.369,0.13,8730,3.42,22188000
8071,CO,"Las Animas County, Colorado",0.094,1330,2,"SNAP, Other Nutrition Programs",2,"SNAP, Other Nutrition Programs",0.97,,0.03,0.156,400,3.05,691000
8073,CO,"Lincoln County, Colorado",0.111,610,2,"SNAP, Other Nutrition Programs",2,"SNAP, Other Nutrition Programs",0.544,,0.456,0.147,160,3.41,355000
8075,CO,"Logan County, Colorado",0.129,2830,2,"SNAP, Other Nutrition Programs",2,"SNAP, Other Nutrition Programs",0.767,,0.233,0.171,800,3.06,1477000
8077,CO,"Mesa County, Colorado",0.129,19160,2,"SNAP, Other Nutrition Programs",2,"SNAP, Other Nutrition Programs",0.696,,0.304,0.176,5790,3.18,10388000
8079,CO,"Mineral County, Colorado",0.097,80,2,"SNAP, Other Nutrition Programs",2,"SNAP, Other Nutrition Programs",0.831,,0.169,0.136,10,3.63,50000
8081,CO,"Moffat County, Colorado",0.107,1400,2,"SNAP, Other Nutrition Programs",2,"SNAP, Other Nutrition Programs",0.847,,0.153,0.135,460,3.41,816000
8083,CO,"Montezuma County, Colorado",0.132,3410,2,"SNAP, Other Nutrition Programs",2,"SNAP, Other Nutrition Programs",0.79,,0.21,0.193,1120,3.12,1817000
8085,CO,"Montrose County, Colorado",0.12,4900,2,"SNAP, Other Nutrition Programs",2,"SNAP, Other Nutrition Programs",0.804,,0.196,0.181,1650,3.44,2879000
8087,CO,"Morgan County, Colorado",0.077,2170,2,"SNAP, Other Nutrition Programs",2,"SNAP, Other Nutrition Programs",1,,0,0.121,900,2.94,1087000
8089,CO,"Otero County, Colorado",0.113,2070,2,"SNAP, Other Nutrition Programs",2,"SNAP, Other Nutrition Programs",0.964,,0.036,0.185,800,2.96,1047000
8091,CO,"Ouray County, Colorado",0.117,540,2,"SNAP, Other Nutrition Programs",2,"SNAP, Other Nutrition Programs",0.556,,0.444,0.148,100,3.49,322000
8093,CO,"Park County, Colorado",0.094,1580,2,"SNAP, Other Nutrition Programs",2,"SNAP, Other Nutrition Programs",0.622,,0.378,0.13,370,3.38,913000
8095,CO,"Phillips County, Colorado",0.088,380,2,"SNAP, Other Nutrition Programs",2,"SNAP, Other Nutrition Programs",0.857,,0.143,0.1,110,3.13,203000
8097,CO,"Pitkin County, Colorado",0.107,1900,2,"SNAP, Other Nutrition Programs",2,"SNAP, Other Nutrition Programs",0.487,,0.513,0.119,340,3.61,1170000
8099,CO,"Prowers County, Colorado",0.098,1180,2,"SNAP, Other Nutrition Programs",2,"SNAP, Other Nutrition Programs",0.94,,0.06,0.153,470,2.95,593000
8101,CO,"Pueblo County, Colorado",0.106,17320,2,"SNAP, Other Nutrition Programs",2,"SNAP, Other Nutrition Programs",0.944,,0.056,0.174,6550,2.96,8754000
8103,CO,"Rio Blanco County, Colorado",0.121,790,2,"SNAP, Other Nutrition Programs",2,"SNAP, Other Nutrition Programs",0.605,,0.395,0.162,260,3.39,457000
8105,CO,"Rio Grande County, Colorado",0.095,1090,2,"SNAP, Other Nutrition Programs",2,"SNAP, Other Nutrition Programs",0.9,,0.1,0.166,450,3.35,623000
8107,CO,"Routt County, Colorado",0.113,2740,2,"SNAP, Other Nutrition Programs",2,"SNAP, Other Nutrition Programs",0.602,,0.398,0.136,630,4.18,1956000
8109,CO,"Saguache County, Colorado",0.112,710,2,"SNAP, Other Nutrition Programs",2,"SNAP, Other Nutrition Programs",1,,0,0.181,250,3.34,404000
8111,CO,"San Juan County, Colorado",0.089,50,2,"SNAP, Other Nutrition Programs",2,"SNAP, Other Nutrition Programs",1,,0,0.171,20,3.67,31000
8113,CO,"San Miguel County, Colorado",0.119,920,2,"SNAP, Other Nutrition Programs",2,"SNAP, Other Nutrition Programs",0.672,,0.328,0.142,210,3.34,524000
8115,CO,"Sedgwick County, Colorado",0.125,290,2,"SNAP, Other Nutrition Programs",2,"SNAP, Other Nutrition Programs",0.818,,0.182,0.176,90,3.09,153000
8117,CO,"Summit County, Colorado",0.099,2950,2,"SNAP, Other Nutrition Programs",2,"SNAP, Other Nutrition Programs",0.725,,0.275,0.135,650,4.38,2206000
8119,CO,"Teller County, Colorado",0.1,2370,2,"SNAP, Other Nutrition Programs",2,"SNAP, Other Nutrition Programs",0.571,,0.429,0.133,580,3.43,1386000
8121,CO,"Washington County, Colorado",0.106,510,2,"SNAP, Other Nutrition Programs",2,"SNAP, Other Nutrition Programs",0.719,,0.281,0.135,150,3.28,285000
8123,CO,"Weld County, Colorado",0.081,23230,2,"SNAP, Other Nutrition Programs",2,"SNAP, Other Nutrition Programs",0.807,,0.193,0.128,9800,3.33,13196000
8125,CO,"Yuma County, Colorado",0.106,1070,2,"SNAP, Other Nutrition Programs",2,"SNAP, Other Nutrition Programs",0.943,,0.057,0.151,410,2.94,537000
9001,CT,"Fairfield County, Connecticut",0.094,89410,1.85,"SNAP, Other Nutrition Programs",1.85,"SNAP, Other Nutrition Programs",0.604,,0.396,0.134,29400,3.86,58928000
9003,CT,"Hartford County, Connecticut",0.115,103340,1.85,"SNAP, Other Nutrition Programs",1.85,"SNAP, Other Nutrition Programs",0.597,,0.403,0.151,29110,3.33,58787000
9005,CT,"Litchfield County, Connecticut",0.093,17070,1.85,"SNAP, Other Nutrition Programs",1.85,"SNAP, Other Nutrition Programs",0.479,,0.521,0.136,4770,3.45,10050000
9007,CT,"Middlesex County, Connecticut",0.097,15970,1.85,"SNAP, Other Nutrition Programs",1.85,"SNAP, Other Nutrition Programs",0.472,,0.528,0.134,4150,3.75,10222000
9009,CT,"New Haven County, Connecticut",0.121,104190,1.85,"SNAP, Other Nutrition Programs",1.85,"SNAP, Other Nutrition Programs",0.609,,0.391,0.158,28340,3.27,58100000
9011,CT,"New London County, Connecticut",0.112,30330,1.85,"SNAP, Other Nutrition Programs",1.85,"SNAP, Other Nutrition Programs",0.559,,0.441,0.161,8720,3.43,17734000
9013,CT,"Tolland County, Connecticut",0.096,14480,1.85,"SNAP, Other Nutrition Programs",1.85,"SNAP, Other Nutrition Programs",0.431,,0.569,0.127,3500,3.51,8666000
9015,CT,"Windham County, Connecticut",0.11,12820,1.85,"SNAP, Other Nutrition Programs",1.85,"SNAP, Other Nutrition Programs",0.607,,0.393,0.164,3890,3.03,6635000
10001,DE,"Kent County, Delaware",0.129,22400,2,"SNAP, Other Nutrition Programs",2,"SNAP, Other Nutrition Programs",0.753,,0.247,0.173,7020,2.94,11244000
10003,DE,"New Castle County, Delaware",0.117,64730,2,"SNAP, Other Nutrition Programs",2,"SNAP, Other Nutrition Programs",0.612,,0.388,0.153,18700,3.36,37081000
10005,DE,"Sussex County, Delaware",0.098,21100,2,"SNAP, Other Nutrition Programs",2,"SNAP, Other Nutrition Programs",0.725,,0.275,0.172,7150,3.45,12438000
11001,DC,"District of Columbia, District of Columbia",0.114,76340,2,"SNAP, Other Nutrition Programs",2,"SNAP, Other Nutrition Programs",0.747,,0.253,0.211,24880,4.16,54187000
