FIPS,State,"County, State",2017 Food Insecurity Rate,# of Food Insecure Persons in 2017,Low Threshold in state,Low Threshold Type,High Threshold in state,High Threshold Type,% FI ≤ Low Threshold,% FI Btwn Thresholds,% FI > High Threshold,2017 Child food insecurity rate,# of Food Insecure Children in 2017,% food insecure children in HH w/ HH incomes below 185 FPL in 2017,% food insecure children in HH w/ HH incomes above 185 FPL in 2017,2017 Cost Per Meal,2017 Weighted Annual Food Budget Shortfall
5045,AR,"Faulkner County, Arkansas",16.2%," 19,680 ",130%,SNAP,185%,Other Nutrition Program,51.4%,12.6%,36.1%,20.4%," 5,820 ",65%,35%,$3.02,"$10,149,000.00"
5047,AR,"Franklin County, Arkansas",16.0%," 2,850 ",130%,SNAP,185%,Other Nutrition Program,64.2%,8.7%,27.1%,25.6%," 1,060 ",78%,22%,$2.84,"$1,383,000.00"
5049,AR,"Fulton County, Arkansas",16.5%," 2,000 ",130%,SNAP,185%,Other Nutrition Program,62.4%,13.9%,23.7%,28.3%, 690 ,75%,25%,$2.88,"$981,000.00"
5051,AR,"Garland County, Arkansas",16.6%," 16,280 ",130%,SNAP,185%,Other Nutrition Program,56.8%,10.5%,32.7%,24.8%," 4,970 ",68%,32%,$2.98,"$8,277,000.00"
5053,AR,"Grant County, Arkansas",13.4%," 2,430 ",130%,SNAP,185%,Other Nutrition Program,53.3%,14.8%,31.9%,21.1%, 880 ,75%,26%,$3.10,"$1,285,000.00"
5055,AR,"Greene County, Arkansas",15.1%," 6,670 ",130%,SNAP,185%,Other Nutrition Program,49.9%,17.0%,33.1%,23.2%," 2,490 ",71%,29%,$2.66,"$3,025,000.00"
5057,AR,"Hempstead County, Arkansas",19.1%," 4,230 ",130%,SNAP,185%,Other Nutrition Program,66.8%,15.2%,18.0%,25.2%," 1,450 ",81%,19%,$2.68,"$1,938,000.00"
5059,AR,"Hot Spring County, Arkansas",15.6%," 5,210 ",130%,SNAP,185%,Other Nutrition Program,49.2%,20.2%,30.6%,21.9%," 1,540 ",81%,19%,$3.03,"$2,697,000.00"
5061,AR,"Howard County, Arkansas",17.1%," 2,310 ",130%,SNAP,185%,Other Nutrition Program,68.9%,13.9%,17.2%,25.0%, 870 ,78%,22%,$2.91,"$1,147,000.00"
5063,AR,"Independence County, Arkansas",15.5%," 5,740 ",130%,SNAP,185%,Other Nutrition Program,57.6%,15.1%,27.3%,24.4%," 2,160 ",71%,29%,$2.84,"$2,779,000.00"
5065,AR,"Izard County, Arkansas",15.8%," 2,130 ",130%,SNAP,185%,Other Nutrition Program,50.9%,17.8%,31.3%,26.6%, 650 ,81%,19%,$2.94,"$1,070,000.00"
5067,AR,"Jackson County, Arkansas",20.4%," 3,550 ",130%,SNAP,185%,Other Nutrition Program,54.0%,13.7%,32.4%,29.7%," 1,050 ",80%,20%,$2.79,"$1,692,000.00"
5069,AR,"Jefferson County, Arkansas",24.7%," 17,620 ",130%,SNAP,185%,Other Nutrition Program,57.9%,12.7%,29.3%,27.1%," 4,410 ",68%,32%,$2.89,"$8,697,000.00"
5071,AR,"Johnson County, Arkansas",15.4%," 4,020 ",130%,SNAP,185%,Other Nutrition Program,63.4%,16.2%,20.4%,24.7%," 1,580 ",78%,23%,$2.87,"$1,965,000.00"
5073,AR,"Lafayette County, Arkansas",21.9%," 1,540 ",130%,SNAP,185%,Other Nutrition Program,58.1%,18.3%,23.6%,25.8%, 360 ,71%,29%,$3.01,"$790,000.00"
5075,AR,"Lawrence County, Arkansas",16.1%," 2,710 ",130%,SNAP,185%,Other Nutrition Program,58.2%,12.4%,29.4%,23.0%, 860 ,68%,32%,$2.77,"$1,283,000.00"
5077,AR,"Lee County, Arkansas",26.2%," 2,520 ",130%,SNAP,185%,Other Nutrition Program,61.2%,12.6%,26.3%,26.1%, 480 ,69%,31%,$2.81,"$1,210,000.00"
5079,AR,"Lincoln County, Arkansas",18.5%," 2,570 ",130%,SNAP,185%,Other Nutrition Program,39.5%,14.6%,45.9%,22.5%, 560 ,77%,23%,$2.88,"$1,264,000.00"
5081,AR,"Little River County, Arkansas",18.4%," 2,300 ",130%,SNAP,185%,Other Nutrition Program,56.8%,22.1%,21.1%,24.4%, 680 ,71%,29%,$2.89,"$1,133,000.00"
5083,AR,"Logan County, Arkansas",16.0%," 3,490 ",130%,SNAP,185%,Other Nutrition Program,60.3%,15.2%,24.6%,25.1%," 1,230 ",79%,21%,$2.90,"$1,729,000.00"
5085,AR,"Lonoke County, Arkansas",13.9%," 9,940 ",130%,SNAP,185%,Other Nutrition Program,43.5%,16.5%,39.9%,20.9%," 3,930 ",61%,39%,$3.14,"$5,320,000.00"
5087,AR,"Madison County, Arkansas",13.9%," 2,210 ",130%,SNAP,185%,Other Nutrition Program,64.4%,13.0%,22.5%,22.0%, 830 ,77%,23%,$2.95,"$1,114,000.00"
5089,AR,"Marion County, Arkansas",15.3%," 2,510 ",130%,SNAP,185%,Other Nutrition Program,58.2%,21.2%,20.7%,25.6%, 750 ,89%,11%,$2.93,"$1,256,000.00"
5091,AR,"Miller County, Arkansas",19.7%," 8,610 ",130%,SNAP,185%,Other Nutrition Program,56.6%,13.4%,30.1%,25.2%," 2,640 ",72%,28%,$3.03,"$4,455,000.00"
5093,AR,"Mississippi County, Arkansas",23.3%," 10,160 ",130%,SNAP,185%,Other Nutrition Program,63.2%,18.4%,18.4%,28.2%," 3,270 ",76%,24%,$2.79,"$4,840,000.00"
5095,AR,"Monroe County, Arkansas",23.8%," 1,770 ",130%,SNAP,185%,Other Nutrition Program,73.6%,5.6%,20.8%,29.1%, 450 ,74%,26%,$2.76,"$835,000.00"
5097,AR,"Montgomery County, Arkansas",14.9%," 1,350 ",130%,SNAP,185%,Other Nutrition Program,57.8%,21.8%,20.4%,25.4%, 440 ,79%,21%,$2.94,"$677,000.00"
5099,AR,"Nevada County, Arkansas",20.2%," 1,720 ",130%,SNAP,185%,Other Nutrition Program,65.5%,14.2%,20.3%,25.0%, 480 ,83%,17%,$2.86,"$839,000.00"
5101,AR,"Newton County, Arkansas",14.2%," 1,120 ",130%,SNAP,185%,Other Nutrition Program,62.5%,20.9%,16.7%,23.0%, 360 ,87%,13%,$2.88,"$551,000.00"
5103,AR,"Ouachita County, Arkansas",22.9%," 5,570 ",130%,SNAP,185%,Other Nutrition Program,66.6%,13.6%,19.7%,27.8%," 1,540 ",77%,23%,$2.82,"$2,680,000.00"
5105,AR,"Perry County, Arkansas",14.7%," 1,520 ",130%,SNAP,185%,Other Nutrition Program,53.4%,11.3%,35.2%,25.1%, 580 ,75%,26%,$3.11,"$808,000.00"
5107,AR,"Phillips County, Arkansas",29.5%," 5,750 ",130%,SNAP,185%,Other Nutrition Program,75.8%,15.4%,8.9%,31.6%," 1,630 ",68%,32%,$2.92,"$2,869,000.00"
5109,AR,"Pike County, Arkansas",14.7%," 1,600 ",130%,SNAP,185%,Other Nutrition Program,61.4%,20.0%,18.7%,22.9%, 560 ,81%,19%,$2.94,"$804,000.00"
5111,AR,"Poinsett County, Arkansas",17.6%," 4,240 ",130%,SNAP,185%,Other Nutrition Program,60.9%,17.0%,22.1%,26.8%," 1,540 ",83%,17%,$2.62,"$1,894,000.00"
5113,AR,"Polk County, Arkansas",17.0%," 3,440 ",130%,SNAP,185%,Other Nutrition Program,65.8%,17.6%,16.6%,27.0%," 1,280 ",92%,8%,$2.93,"$1,721,000.00"
5115,AR,"Pope County, Arkansas",16.0%," 10,130 ",130%,SNAP,185%,Other Nutrition Program,55.7%,15.1%,29.2%,23.6%," 3,390 ",77%,23%,$2.86,"$4,945,000.00"
5117,AR,"Prairie County, Arkansas",16.9%," 1,400 ",130%,SNAP,185%,Other Nutrition Program,55.5%,23.1%,21.3%,23.4%, 400 ,82%,18%,$2.94,"$702,000.00"
5119,AR,"Pulaski County, Arkansas",19.3%," 75,980 ",130%,SNAP,185%,Other Nutrition Program,51.3%,15.1%,33.6%,22.2%," 20,560 ",65%,35%,$3.14,"$40,657,000.00"
5121,AR,"Randolph County, Arkansas",16.5%," 2,890 ",130%,SNAP,185%,Other Nutrition Program,59.0%,15.6%,25.3%,25.3%," 1,020 ",72%,28%,$2.75,"$1,355,000.00"
5123,AR,"St. Francis County, Arkansas",25.7%," 6,860 ",130%,SNAP,185%,Other Nutrition Program,60.0%,15.2%,24.7%,28.3%," 1,690 ",66%,34%,$2.70,"$3,166,000.00"
5125,AR,"Saline County, Arkansas",11.9%," 13,850 ",130%,SNAP,185%,Other Nutrition Program,34.2%,20.1%,45.8%,18.4%," 5,090 ",55%,45%,$3.23,"$7,625,000.00"
5127,AR,"Scott County, Arkansas",14.9%," 1,580 ",130%,SNAP,185%,Other Nutrition Program,67.3%,17.0%,15.6%,24.9%, 630 ,88%,12%,$2.89,"$778,000.00"
5129,AR,"Searcy County, Arkansas",15.1%," 1,190 ",130%,SNAP,185%,Other Nutrition Program,60.3%,24.2%,15.5%,22.5%, 360 ,100%,0%,$2.86,"$580,000.00"
5131,AR,"Sebastian County, Arkansas",16.5%," 20,970 ",130%,SNAP,185%,Other Nutrition Program,61.1%,13.2%,25.7%,24.9%," 7,720 ",72%,28%,$2.81,"$10,071,000.00"
5133,AR,"Sevier County, Arkansas",12.1%," 2,080 ",130%,SNAP,185%,Other Nutrition Program,65.0%,17.5%,17.5%,23.3%," 1,160 ",74%,26%,$2.89,"$1,026,000.00"
5135,AR,"Sharp County, Arkansas",17.4%," 2,970 ",130%,SNAP,185%,Other Nutrition Program,70.7%,15.5%,13.8%,27.7%," 1,010 ",94%,6%,$2.86,"$1,448,000.00"
5137,AR,"Stone County, Arkansas",17.2%," 2,140 ",130%,SNAP,185%,Other Nutrition Program,71.8%,9.4%,18.8%,27.9%, 700 ,88%,13%,$2.95,"$1,077,000.00"
5139,AR,"Union County, Arkansas",19.8%," 7,940 ",130%,SNAP,185%,Other Nutrition Program,55.1%,16.2%,28.8%,25.0%," 2,400 ",70%,30%,$3.00,"$4,068,000.00"
5141,AR,"Van Buren County, Arkansas",16.2%," 2,720 ",130%,SNAP,185%,Other Nutrition Program,61.1%,19.4%,19.5%,26.5%, 890 ,92%,8%,$2.98,"$1,382,000.00"
5143,AR,"Washington County, Arkansas",14.4%," 32,140 ",130%,SNAP,185%,Other Nutrition Program,54.9%,15.5%,29.5%,20.4%," 11,380 ",70%,30%,$2.95,"$16,206,000.00"
5145,AR,"White County, Arkansas",15.9%," 12,510 ",130%,SNAP,185%,Other Nutrition Program,49.7%,19.1%,31.3%,22.6%," 4,210 ",73%,27%,$2.81,"$5,995,000.00"
5147,AR,"Woodruff County, Arkansas",21.9%," 1,480 ",130%,SNAP,185%,Other Nutrition Program,64.0%,7.4%,28.6%,26.7%, 390 ,61%,39%,$2.86,"$722,000.00"
5149,AR,"Yell County, Arkansas",13.2%," 2,840 ",130%,SNAP,185%,Other Nutrition Program,61.9%,23.0%,15.1%,23.0%," 1,230 ",80%,20%,$2.83,"$1,373,000.00"
6001,CA,"Alameda County, California",12.2%," 198,950 ",200%,"SNAP, Other Nutrition Programs",200%,"SNAP, Other Nutrition Programs",61.3%,,38.7%,15.2%," 52,450 ",55%,45%,$3.80,"$128,941,000.00"
6003,CA,"Alpine County, California",14.3%, 170 ,200%,"SNAP, Other Nutrition Programs",200%,"SNAP, Other Nutrition Programs",68.1%,,31.9%,19.1%, 50 ,53%,47%,$3.55,"$103,000.00"
6005,CA,"Amador County, California",11.6%," 4,320 ",200%,"SNAP, Other Nutrition Programs",200%,"SNAP, Other Nutrition Programs",55.8%,,44.2%,19.4%," 1,110 ",68%,32%,$4.00,"$2,950,000.00"
6007,CA,"Butte County, California",16.0%," 35,920 ",200%,"SNAP, Other Nutrition Programs",200%,"SNAP, Other Nutrition Programs",77.2%,,22.8%,20.7%," 9,430 ",72%,28%,$3.26,"$20,009,000.00"
6009,CA,"Calaveras County, California",12.2%," 5,480 ",200%,"SNAP, Other Nutrition Programs",200%,"SNAP, Other Nutrition Programs",69.5%,,30.5%,19.4%," 1,540 ",67%,33%,$4.49,"$4,201,000.00"
6011,CA,"Colusa County, California",11.8%," 2,530 ",200%,"SNAP, Other Nutrition Programs",200%,"SNAP, Other Nutrition Programs",94.5%,,5.5%,24.7%," 1,470 ",77%,23%,$3.34,"$1,440,000.00"
6013,CA,"Contra Costa County, California",10.1%," 113,940 ",200%,"SNAP, Other Nutrition Programs",200%,"SNAP, Other Nutrition Programs",63.3%,,36.7%,15.0%," 39,250 ",54%,46%,$3.61,"$70,237,000.00"
6015,CA,"Del Norte County, California",16.4%," 4,490 ",200%,"SNAP, Other Nutrition Programs",200%,"SNAP, Other Nutrition Programs",74.2%,,25.8%,23.9%," 1,390 ",79%,22%,$3.36,"$2,575,000.00"
6017,CA,"El Dorado County, California",10.7%," 19,880 ",200%,"SNAP, Other Nutrition Programs",200%,"SNAP, Other Nutrition Programs",56.9%,,43.1%,16.3%," 6,220 ",50%,50%,$4.28,"$14,525,000.00"
6019,CA,"Fresno County, California",14.0%," 136,340 ",200%,"SNAP, Other Nutrition Programs",200%,"SNAP, Other Nutrition Programs",94.8%,,5.2%,24.8%," 69,230 ",75%,25%,$3.00,"$69,755,000.00"
6021,CA,"Glenn County, California",13.0%," 3,620 ",200%,"SNAP, Other Nutrition Programs",200%,"SNAP, Other Nutrition Programs",96.0%,,4.0%,21.6%," 1,620 ",75%,25%,$3.23,"$1,993,000.00"
6023,CA,"Humboldt County, California",16.2%," 21,900 ",200%,"SNAP, Other Nutrition Programs",200%,"SNAP, Other Nutrition Programs",81.8%,,18.2%,20.3%," 5,350 ",85%,15%,$3.19,"$11,936,000.00"
6025,CA,"Imperial County, California",14.2%," 25,480 ",200%,"SNAP, Other Nutrition Programs",200%,"SNAP, Other Nutrition Programs",97.1%,,2.9%,30.3%," 15,660 ",72%,28%,$2.63,"$11,417,000.00"
6027,CA,"Inyo County, California",11.2%," 2,040 ",200%,"SNAP, Other Nutrition Programs",200%,"SNAP, Other Nutrition Programs",64.8%,,35.2%,16.4%, 610 ,60%,40%,$3.16,"$1,101,000.00"
6029,CA,"Kern County, California",13.4%," 117,590 ",200%,"SNAP, Other Nutrition Programs",200%,"SNAP, Other Nutrition Programs",95.4%,,4.6%,23.8%," 61,390 ",77%,23%,$2.97,"$59,628,000.00"
6031,CA,"Kings County, California",13.2%," 19,880 ",200%,"SNAP, Other Nutrition Programs",200%,"SNAP, Other Nutrition Programs",91.2%,,8.8%,22.9%," 9,430 ",77%,23%,$2.97,"$10,092,000.00"
6033,CA,"Lake County, California",15.6%," 9,980 ",200%,"SNAP, Other Nutrition Programs",200%,"SNAP, Other Nutrition Programs",84.4%,,15.6%,23.2%," 3,050 ",79%,21%,$3.67,"$6,246,000.00"
6035,CA,"Lassen County, California",13.9%," 4,380 ",200%,"SNAP, Other Nutrition Programs",200%,"SNAP, Other Nutrition Programs",47.1%,,52.9%,20.7%," 1,040 ",66%,34%,$3.63,"$2,717,000.00"
6037,CA,"Los Angeles County, California",11.2%," 1,135,710 ",200%,"SNAP, Other Nutrition Programs",200%,"SNAP, Other Nutrition Programs",92.7%,,7.3%,18.2%," 413,910 ",69%,31%,$3.39,"$656,932,000.00"
6039,CA,"Madera County, California",11.4%," 17,570 ",200%,"SNAP, Other Nutrition Programs",200%,"SNAP, Other Nutrition Programs",98.7%,,1.3%,22.6%," 9,660 ",77%,23%,$3.74,"$11,203,000.00"
6041,CA,"Marin County, California",9.5%," 24,840 ",200%,"SNAP, Other Nutrition Programs",200%,"SNAP, Other Nutrition Programs",52.5%,,47.5%,13.6%," 7,200 ",47%,54%,$4.38,"$18,576,000.00"
6043,CA,"Mariposa County, California",14.2%," 2,510 ",200%,"SNAP, Other Nutrition Programs",200%,"SNAP, Other Nutrition Programs",68.3%,,31.7%,20.2%, 580 ,65%,35%,$3.14,"$1,343,000.00"
6045,CA,"Mendocino County, California",13.6%," 11,870 ",200%,"SNAP, Other Nutrition Programs",200%,"SNAP, Other Nutrition Programs",84.1%,,15.9%,19.8%," 3,780 ",81%,19%,$4.04,"$8,191,000.00"
6047,CA,"Merced County, California",13.1%," 34,970 ",200%,"SNAP, Other Nutrition Programs",200%,"SNAP, Other Nutrition Programs",100.0%,,0.0%,24.4%," 19,470 ",82%,18%,$3.15,"$18,798,000.00"
6049,CA,"Modoc County, California",15.5%," 1,400 ",200%,"SNAP, Other Nutrition Programs",200%,"SNAP, Other Nutrition Programs",83.1%,,16.9%,22.5%, 400 ,92%,8%,$3.21,"$768,000.00"
6051,CA,"Mono County, California",10.7%," 1,500 ",200%,"SNAP, Other Nutrition Programs",200%,"SNAP, Other Nutrition Programs",74.5%,,25.5%,15.2%, 420 ,71%,29%,$3.14,"$804,000.00"
6053,CA,"Monterey County, California",9.5%," 41,110 ",200%,"SNAP, Other Nutrition Programs",200%,"SNAP, Other Nutrition Programs",100.0%,,0.0%,19.1%," 21,850 ",74%,26%,$3.34,"$23,416,000.00"
6055,CA,"Napa County, California",8.0%," 11,320 ",200%,"SNAP, Other Nutrition Programs",200%,"SNAP, Other Nutrition Programs",74.4%,,25.6%,13.8%," 4,190 ",61%,39%,$4.19,"$8,100,000.00"
6057,CA,"Nevada County, California",12.2%," 12,030 ",200%,"SNAP, Other Nutrition Programs",200%,"SNAP, Other Nutrition Programs",63.9%,,36.1%,17.6%," 3,050 ",66%,34%,$4.62,"$9,481,000.00"
6059,CA,"Orange County, California",9.2%," 290,660 ",200%,"SNAP, Other Nutrition Programs",200%,"SNAP, Other Nutrition Programs",77.0%,,23.0%,15.7%," 112,480 ",61%,39%,$3.44,"$170,726,000.00"
6061,CA,"Placer County, California",10.3%," 38,710 ",200%,"SNAP, Other Nutrition Programs",200%,"SNAP, Other Nutrition Programs",50.2%,,49.8%,14.9%," 12,680 ",43%,57%,$3.67,"$24,227,000.00"
6063,CA,"Plumas County, California",15.5%," 2,910 ",200%,"SNAP, Other Nutrition Programs",200%,"SNAP, Other Nutrition Programs",63.0%,,37.0%,21.3%, 650 ,59%,41%,$3.36,"$1,667,000.00"
6065,CA,"Riverside County, California",9.4%," 221,660 ",200%,"SNAP, Other Nutrition Programs",200%,"SNAP, Other Nutrition Programs",94.3%,,5.7%,17.7%," 108,560 ",69%,31%,$3.07,"$116,261,000.00"
6067,CA,"Sacramento County, California",14.4%," 215,570 ",200%,"SNAP, Other Nutrition Programs",200%,"SNAP, Other Nutrition Programs",76.2%,,23.8%,19.3%," 69,800 ",70%,31%,$3.23,"$118,955,000.00"
6069,CA,"San Benito County, California",5.6%," 3,280 ",200%,"SNAP, Other Nutrition Programs",200%,"SNAP, Other Nutrition Programs",100.0%,,0.0%,15.7%," 2,450 ",64%,36%,$4.22,"$2,360,000.00"
6071,CA,"San Bernardino County, California",10.1%," 214,580 ",200%,"SNAP, Other Nutrition Programs",200%,"SNAP, Other Nutrition Programs",97.1%,,2.9%,18.7%," 107,180 ",69%,31%,$3.01,"$110,186,000.00"
6073,CA,"San Diego County, California",11.0%," 360,530 ",200%,"SNAP, Other Nutrition Programs",200%,"SNAP, Other Nutrition Programs",75.6%,,24.4%,16.5%," 120,360 ",64%,36%,$3.38,"$207,910,000.00"
6075,CA,"San Francisco County, California",13.3%," 115,190 ",200%,"SNAP, Other Nutrition Programs",200%,"SNAP, Other Nutrition Programs",58.0%,,42.0%,14.6%," 16,880 ",52%,48%,$4.59,"$90,269,000.00"
6077,CA,"San Joaquin County, California",12.8%," 92,520 ",200%,"SNAP, Other Nutrition Programs",200%,"SNAP, Other Nutrition Programs",86.6%,,13.4%,20.3%," 40,750 ",71%,29%,$3.15,"$49,739,000.00"
6079,CA,"San Luis Obispo County, California",11.6%," 32,530 ",200%,"SNAP, Other Nutrition Programs",200%,"SNAP, Other Nutrition Programs",63.7%,,36.3%,15.7%," 7,990 ",61%,39%,$3.56,"$19,787,000.00"
6081,CA,"San Mateo County, California",8.3%," 63,170 ",200%,"SNAP, Other Nutrition Programs",200%,"SNAP, Other Nutrition Programs",58.8%,,41.2%,12.9%," 20,950 ",49%,51%,$3.79,"$40,856,000.00"
6083,CA,"Santa Barbara County, California",9.8%," 43,590 ",200%,"SNAP, Other Nutrition Programs",200%,"SNAP, Other Nutrition Programs",89.4%,,10.6%,16.7%," 16,580 ",66%,34%,$3.24,"$24,073,000.00"
6085,CA,"Santa Clara County, California",8.9%," 169,390 ",200%,"SNAP, Other Nutrition Programs",200%,"SNAP, Other Nutrition Programs",61.0%,,39.0%,13.6%," 58,970 ",49%,51%,$3.69,"$106,570,000.00"
6087,CA,"Santa Cruz County, California",11.1%," 30,300 ",200%,"SNAP, Other Nutrition Programs",200%,"SNAP, Other Nutrition Programs",71.9%,,28.1%,17.4%," 9,440 ",62%,38%,$3.89,"$20,090,000.00"
6089,CA,"Shasta County, California",15.9%," 28,440 ",200%,"SNAP, Other Nutrition Programs",200%,"SNAP, Other Nutrition Programs",73.8%,,26.2%,22.5%," 8,730 ",77%,23%,$3.10,"$15,022,000.00"
6091,CA,"Sierra County, California",13.2%, 380 ,200%,"SNAP, Other Nutrition Programs",200%,"SNAP, Other Nutrition Programs",61.2%,,38.8%,18.5%, 80 ,55%,45%,$3.47,"$225,000.00"
6093,CA,"Siskiyou County, California",16.9%," 7,340 ",200%,"SNAP, Other Nutrition Programs",200%,"SNAP, Other Nutrition Programs",79.8%,,20.2%,23.7%," 2,090 ",86%,15%,$3.43,"$4,300,000.00"
6095,CA,"Solano County, California",12.6%," 54,670 ",200%,"SNAP, Other Nutrition Programs",200%,"SNAP, Other Nutrition Programs",66.1%,,33.9%,17.3%," 17,090 ",62%,38%,$3.21,"$29,959,000.00"
6097,CA,"Sonoma County, California",10.0%," 50,100 ",200%,"SNAP, Other Nutrition Programs",200%,"SNAP, Other Nutrition Programs",68.3%,,31.7%,15.2%," 15,460 ",60%,40%,$3.82,"$32,681,000.00"
6099,CA,"Stanislaus County, California",11.9%," 63,550 ",200%,"SNAP, Other Nutrition Programs",200%,"SNAP, Other Nutrition Programs",93.0%,,7.0%,20.6%," 30,200 ",74%,26%,$3.21,"$34,841,000.00"
6101,CA,"Sutter County, California",14.4%," 13,800 ",200%,"SNAP, Other Nutrition Programs",200%,"SNAP, Other Nutrition Programs",87.8%,,12.2%,22.6%," 5,690 ",78%,22%,$2.86,"$6,740,000.00"
6103,CA,"Tehama County, California",14.4%," 9,120 ",200%,"SNAP, Other Nutrition Programs",200%,"SNAP, Other Nutrition Programs",85.9%,,14.1%,23.2%," 3,520 ",81%,19%,$3.18,"$4,945,000.00"
6105,CA,"Trinity County, California",16.5%," 2,150 ",200%,"SNAP, Other Nutrition Programs",200%,"SNAP, Other Nutrition Programs",78.0%,,22.0%,23.1%, 500 ,77%,23%,$3.27,"$1,198,000.00"
6107,CA,"Tulare County, California",13.2%," 60,660 ",200%,"SNAP, Other Nutrition Programs",200%,"SNAP, Other Nutrition Programs",100.0%,,0.0%,25.7%," 36,910 ",78%,22%,$3.01,"$31,194,000.00"
6109,CA,"Tuolumne County, California",13.6%," 7,320 ",200%,"SNAP, Other Nutrition Programs",200%,"SNAP, Other Nutrition Programs",61.7%,,38.3%,18.5%," 1,670 ",60%,40%,$3.94,"$4,925,000.00"
6111,CA,"Ventura County, California",7.6%," 64,680 ",200%,"SNAP, Other Nutrition Programs",200%,"SNAP, Other Nutrition Programs",83.2%,,16.8%,15.4%," 31,130 ",60%,40%,$3.38,"$37,345,000.00"
6113,CA,"Yolo County, California",13.3%," 28,320 ",200%,"SNAP, Other Nutrition Programs",200%,"SNAP, Other Nutrition Programs",74.7%,,25.3%,17.2%," 7,840 ",63%,37%,$3.40,"$16,434,000.00"
6115,CA,"Yuba County, California",14.9%," 11,100 ",200%,"SNAP, Other Nutrition Programs",200%,"SNAP, Other Nutrition Programs",80.4%,,19.6%,22.3%," 4,610 ",73%,27%,$3.06,"$5,791,000.00"
8001,CO,"Adams County, Colorado",8.0%," 39,040 ",200%,"SNAP, Other Nutrition Programs",200%,"SNAP, Other Nutrition Programs",93.8%,,6.2%,13.5%," 18,120 ",71%,29%,$3.16,"$21,078,000.00"
8003,CO,"Alamosa County, Colorado",12.3%," 2,010 ",200%,"SNAP, Other Nutrition Programs",200%,"SNAP, Other Nutrition Programs",96.4%,,3.6%,18.6%, 740 ,73%,27%,$3.23,"$1,108,000.00"
8005,CO,"Arapahoe County, Colorado",11.2%," 70,150 ",200%,"SNAP, Other Nutrition Programs",200%,"SNAP, Other Nutrition Programs",64.6%,,35.4%,13.3%," 20,260 ",58%,42%,$3.38,"$40,436,000.00"
8007,CO,"Archuleta County, Colorado",10.3%," 1,290 ",200%,"SNAP, Other Nutrition Programs",200%,"SNAP, Other Nutrition Programs",90.3%,,9.7%,16.2%, 360 ,92%,8%,$3.24,"$712,000.00"
8009,CO,"Baca County, Colorado",13.1%, 470 ,200%,"SNAP, Other Nutrition Programs",200%,"SNAP, Other Nutrition Programs",82.8%,,17.2%,18.0%, 140 ,87%,13%,$2.73,"$219,000.00"
8011,CO,"Bent County, Colorado",13.1%, 760 ,200%,"SNAP, Other Nutrition Programs",200%,"SNAP, Other Nutrition Programs",66.1%,,33.9%,19.0%, 170 ,80%,20%,$2.99,"$388,000.00"
8013,CO,"Boulder County, Colorado",11.2%," 35,440 ",200%,"SNAP, Other Nutrition Programs",200%,"SNAP, Other Nutrition Programs",57.6%,,42.4%,12.6%," 7,940 ",51%,49%,$3.85,"$23,262,000.00"
8014,CO,"Broomfield County, Colorado",9.0%," 5,790 ",200%,"SNAP, Other Nutrition Programs",200%,"SNAP, Other Nutrition Programs",43.5%,,56.5%,11.1%," 1,720 ",38%,62%,$3.82,"$3,774,000.00"
8015,CO,"Chaffee County, Colorado",10.2%," 1,920 ",200%,"SNAP, Other Nutrition Programs",200%,"SNAP, Other Nutrition Programs",76.2%,,23.8%,12.8%, 360 ,96%,4%,$3.34,"$1,096,000.00"
8017,CO,"Cheyenne County, Colorado",9.8%, 210 ,200%,"SNAP, Other Nutrition Programs",200%,"SNAP, Other Nutrition Programs",86.6%,,13.4%,12.6%, 80 ,87%,13%,$2.91,"$104,000.00"
8019,CO,"Clear Creek County, Colorado",9.8%, 910 ,200%,"SNAP, Other Nutrition Programs",200%,"SNAP, Other Nutrition Programs",49.4%,,50.6%,12.8%, 200 ,45%,55%,$3.50,"$543,000.00"
8021,CO,"Conejos County, Colorado",7.9%, 650 ,200%,"SNAP, Other Nutrition Programs",200%,"SNAP, Other Nutrition Programs",100.0%,,0.0%,17.5%, 390 ,77%,23%,$3.27,"$363,000.00"
8023,CO,"Costilla County, Colorado",8.8%, 320 ,200%,"SNAP, Other Nutrition Programs",200%,"SNAP, Other Nutrition Programs",100.0%,,0.0%,22.3%, 150 ,64%,36%,$3.27,"$179,000.00"
8025,CO,"Crowley County, Colorado",12.3%, 680 ,200%,"SNAP, Other Nutrition Programs",200%,"SNAP, Other Nutrition Programs",80.6%,,19.4%,18.6%, 130 ,84%,16%,$3.23,"$374,000.00"
8027,CO,"Custer County, Colorado",12.9%, 580 ,200%,"SNAP, Other Nutrition Programs",200%,"SNAP, Other Nutrition Programs",75.7%,,24.3%,19.3%, 130 ,100%,0%,$2.99,"$296,000.00"
8029,CO,"Delta County, Colorado",12.8%," 3,850 ",200%,"SNAP, Other Nutrition Programs",200%,"SNAP, Other Nutrition Programs",81.7%,,18.3%,17.6%," 1,090 ",76%,24%,$3.20,"$2,100,000.00"
8031,CO,"Denver County, Colorado",11.9%," 80,800 ",200%,"SNAP, Other Nutrition Programs",200%,"SNAP, Other Nutrition Programs",79.1%,,20.9%,15.0%," 20,740 ",66%,34%,$3.49,"$48,147,000.00"
